q1_TESS              uniform              0.0,1.0             
q2_TESS              uniform              0.0,1.0             
rho                  loguniform           100.0,10000.0       
mdilution_TESS       fixed                1.0                 
mflux_TESS           normal               0.0,0.1             
sigma_w_TESS         loguniform           0.1,1000.0          
GP_sigma_TESS        loguniform           1e-06,1000000.0     
GP_rho_TESS          loguniform           0.001,1000.0        
r1_p1                uniform              0.0,1.0             
r2_p1                uniform              0.0,1.0             
ecc_p1               fixed                0.0                 
omega_p1             fixed                90.0                
T_p1_TESS_0          normal               2458870.7,0.2       
T_p1_TESS_1          normal               2458871.4,0.2       
T_p1_TESS_2          normal               2458872.2,0.2       
T_p1_TESS_3          normal               2458872.9,0.2       
T_p1_TESS_4          normal               2458873.6,0.2       
T_p1_TESS_5          normal               2458874.4,0.2       
T_p1_TESS_6          normal               2458875.1,0.2       
T_p1_TESS_7          normal               2458875.9,0.2       
T_p1_TESS_8          normal               2458876.6,0.2       
T_p1_TESS_9          normal               2458877.3,0.2       
T_p1_TESS_10         normal               2458878.1,0.2       
T_p1_TESS_11         normal               2458878.8,0.2       
T_p1_TESS_12         normal               2458879.5,0.2       
T_p1_TESS_13         normal               2458880.3,0.2       
T_p1_TESS_14         normal               2458881.0,0.2       
T_p1_TESS_15         normal               2458881.7,0.2       
T_p1_TESS_16         normal               2458882.5,0.2       
T_p1_TESS_17         normal               2458883.2,0.2       
T_p1_TESS_18         normal               2458884.0,0.2       
T_p1_TESS_23         normal               2458887.6,0.2       
T_p1_TESS_24         normal               2458888.4,0.2       
T_p1_TESS_25         normal               2458889.1,0.2       
T_p1_TESS_26         normal               2458889.8,0.2       
T_p1_TESS_27         normal               2458890.6,0.2       
T_p1_TESS_28         normal               2458891.3,0.2       
T_p1_TESS_29         normal               2458892.1,0.2       
T_p1_TESS_30         normal               2458892.8,0.2       
T_p1_TESS_31         normal               2458893.5,0.2       
T_p1_TESS_32         normal               2458894.3,0.2       
T_p1_TESS_33         normal               2458895.0,0.2       
T_p1_TESS_34         normal               2458895.7,0.2       
T_p1_TESS_35         normal               2458896.5,0.2       
T_p1_TESS_36         normal               2458897.2,0.2       
T_p1_TESS_855        normal               2459500.4,0.2       
T_p1_TESS_856        normal               2459501.2,0.2       
T_p1_TESS_857        normal               2459501.9,0.2       
T_p1_TESS_858        normal               2459502.7,0.2       
T_p1_TESS_859        normal               2459503.4,0.2       
T_p1_TESS_860        normal               2459504.1,0.2       
T_p1_TESS_861        normal               2459504.9,0.2       
T_p1_TESS_862        normal               2459505.6,0.2       
T_p1_TESS_863        normal               2459506.3,0.2       
T_p1_TESS_864        normal               2459507.1,0.2       
T_p1_TESS_865        normal               2459507.8,0.2       
T_p1_TESS_866        normal               2459508.5,0.2       
T_p1_TESS_867        normal               2459509.3,0.2       
T_p1_TESS_868        normal               2459510.0,0.2       
T_p1_TESS_869        normal               2459510.8,0.2       
T_p1_TESS_870        normal               2459511.5,0.2       
T_p1_TESS_875        normal               2459515.2,0.2       
T_p1_TESS_876        normal               2459515.9,0.2       
T_p1_TESS_877        normal               2459516.6,0.2       
T_p1_TESS_878        normal               2459517.4,0.2       
T_p1_TESS_879        normal               2459518.1,0.2       
T_p1_TESS_880        normal               2459518.9,0.2       
T_p1_TESS_881        normal               2459519.6,0.2       
T_p1_TESS_882        normal               2459520.3,0.2       
T_p1_TESS_883        normal               2459521.1,0.2       
T_p1_TESS_884        normal               2459521.8,0.2       
T_p1_TESS_885        normal               2459522.5,0.2       
T_p1_TESS_886        normal               2459523.3,0.2       
T_p1_TESS_887        normal               2459524.0,0.2       
T_p1_TESS_926        normal               2459552.7,0.2       
T_p1_TESS_927        normal               2459553.5,0.2       
T_p1_TESS_928        normal               2459554.2,0.2       
T_p1_TESS_929        normal               2459554.9,0.2       
T_p1_TESS_930        normal               2459555.7,0.2       
T_p1_TESS_931        normal               2459556.4,0.2       
T_p1_TESS_932        normal               2459557.2,0.2       
T_p1_TESS_933        normal               2459557.9,0.2       
T_p1_TESS_934        normal               2459558.6,0.2       
T_p1_TESS_935        normal               2459559.4,0.2       
T_p1_TESS_936        normal               2459560.1,0.2       
T_p1_TESS_937        normal               2459560.8,0.2       
T_p1_TESS_938        normal               2459561.6,0.2       
T_p1_TESS_939        normal               2459562.3,0.2       
T_p1_TESS_940        normal               2459563.1,0.2       
T_p1_TESS_941        normal               2459563.8,0.2       
T_p1_TESS_942        normal               2459564.5,0.2       
T_p1_TESS_946        normal               2459567.5,0.2       
T_p1_TESS_947        normal               2459568.2,0.2       
T_p1_TESS_948        normal               2459568.9,0.2       
T_p1_TESS_949        normal               2459569.7,0.2       
T_p1_TESS_950        normal               2459570.4,0.2       
T_p1_TESS_951        normal               2459571.2,0.2       
T_p1_TESS_952        normal               2459571.9,0.2       
T_p1_TESS_953        normal               2459572.6,0.2       
T_p1_TESS_954        normal               2459573.4,0.2       
T_p1_TESS_955        normal               2459574.1,0.2       
T_p1_TESS_956        normal               2459574.8,0.2       
T_p1_TESS_957        normal               2459575.6,0.2       
T_p1_TESS_958        normal               2459576.3,0.2       
T_p1_TESS_959        normal               2459577.0,0.2       
T_p1_TESS_960        normal               2459577.8,0.2       
T_p1_TESS_961        normal               2459578.5,0.2       
